library,deviceset,device,value
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,VOUT,,VSNK
SparkFun-Resistors,100KOHM,-0603-1/10W-1%,100k
SparkFun-Resistors,100KOHM,-0603-1/10W-1%,100k
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_NO-SILK,
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_NO-SILK,
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Jumpers,JUMPER-SMT_3_2-NC_TRACE,_NO-SILK,
SparkFun-Connectors,CONN_02,3.5MM,
SparkFun-Connectors,CONN_02,1X02_NO_SILK,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,VOUT,,VSNK
SparkFun-Switches,MOMENTARY-SWITCH-SPST,-SMD-4.6X2.8MM,
SparkFun-LED,LED-BLUE,0603,BLUE
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-Connectors,CONN_06,NO_SILK_NO_POP,
SparkFun-LED,LED-YELLOW,0603,Yellow
SparkFun-LED,LED-GREEN,0603,GREEN
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,FIDUCIALUFIDUCIAL
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,FIDUCIALUFIDUCIAL
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,FIDUCIALUFIDUCIAL
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,FIDUCIALUFIDUCIAL
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Aesthetics,OSHW-LOGO,S,
SparkFun-Aesthetics,SFE_LOGO_NAME,.1_INCH,
SparkFun-Aesthetics,QWIIC_LOGO,_5MM,QWIIC_LOGO_5MM
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,VIN,,
SparkFun-PowerSymbols,VIN,,
SparkFun-PowerSymbols,VIN,,
SparkFun-DiscreteSemi,DIODE_TVS,,24V
SparkFun-DiscreteSemi,DIODE_TVS,,24V
SparkFun-DiscreteSemi,DIODE_TVS,,24V
SparkFun-DiscreteSemi,DIODE_TVS,,24V
SparkFun-PowerSymbols,VOUT,,VSNK
SparkFun-PowerSymbols,VIN,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-DiscreteSemi,DIODE-SCHOTTKY,-BAT60A,BAT60A
SparkFun-PowerSymbols,VDD,,
SparkFun-PowerSymbols,VDD,,
SparkFun-PowerSymbols,VDD,,
SparkFun-PowerSymbols,VDD,,
SparkFun-PowerSymbols,VDD,,
SparkFun-PowerSymbols,VDD,,
SparkFun-PowerSymbols,VDD,,
SparkFun-PowerSymbols,VDD,,
SparkFun-PowerSymbols,VDD,,
SparkFun-PowerSymbols,VDD,,
SparkFun-PowerSymbols,VDD,,
SparkFun-Connectors,CONN_07,NO_SILK,
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun-Boards,THING_PLUS,,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC_RIGHT_ANGLE
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC_RIGHT_ANGLE
SparkFun-Connectors,QWIIC_CONNECTOR,,Vertical Qwiic Connector
SparkFun-Connectors,QWIIC_CONNECTOR,,Vertical Qwiic Connector
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Jumpers,JUMPER-SMT_3_NO,_NO-SILK,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.1_INCH,
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.2_INCH,SFE_LOGO_NAME_FLAME.2_INCH
SparkFun-Aesthetics,OSHW-LOGO,S,
SparkFun-Aesthetics,FIDUCIAL,1X2,
SparkFun-Aesthetics,FIDUCIAL,1X2,
SparkFun-Aesthetics,FIDUCIAL,1X2,
SparkFun-Aesthetics,FIDUCIAL,1X2,
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC_RIGHT_ANGLE
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,VCC,,3.3V
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC_RIGHT_ANGLE
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,VCC,,3.3V
SparkFun-Aesthetics,OSHW-LOGO,MINI,
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,CONN_04,1X04_NO_SILK,
SparkFun-PowerSymbols,3.3V,,
SparkFun,GND,,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-PowerSymbols,3.3V,,
SparkFun,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun,GND,,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-PowerSymbols,3.3V,,
SparkFun,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Jumpers,JUMPER-SMT_2_NO,_NO-SILK,JUMPER-SMT_2_NO_NO-SILK
SparkFun-IC-Microcontroller,ATTINY84-ARDUINO,,
SparkFun-Jumpers,JUMPER-SMT_3_2-NC_TRACE,_SILK,JUMPER-SMT_3_2-NC_TRACE_SILK
SparkFun-Connectors,AVR_SPI_PROG_3X2,TESTPOINTS,ISP
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-LED,LED-RED,0603,RED
SparkFun,GND,,
SparkFun-Connectors,CONN_01,PTH_NO_SILK_YES_STOP,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-PowerSymbols,3.3V,,
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,JUMPER-SMT_2_NC_TRACE_SILK
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Switches,MOMENTARY-SWITCH-SPST-LED,-PTH-12MM,Button
SparkFun,GND,,
SparkFun,GND,,
SparkFun-Jumpers,JUMPER-SMT_2_NO,_NO-SILK,JUMPER-SMT_2_NO_NO-SILK
SparkFun,GND,,
SparkFun-Jumpers,JUMPER-SMT_2_NO,_NO-SILK,JUMPER-SMT_2_NO_NO-SILK
SparkFun,GND,,
SparkFun-Jumpers,JUMPER-SMT_2_NO,_NO-SILK,JUMPER-SMT_2_NO_NO-SILK
SparkFun-Aesthetics,REVISION,,
SparkFun-Aesthetics,SFE_LOGO_NAME,.1_INCH,
SparkFun-Aesthetics,SFE_LOGO_FLAME,.1_INCH,
SparkFun-Switches,MOMENTARY-SWITCH-SPST-2,-SMD-4.6X2.8MM,RESET
SparkFun-Aesthetics,GND,,
SparkFun-Aesthetics,FRAME-LEDGER,,
SparkFun-Aesthetics,GND,,
SparkFun-Aesthetics,GND,,
SparkFun-Capacitors,1.0UF,-0603-16V-10%-X7R,1.0uF
SparkFun-Capacitors,1.0UF,-0402-16V-10%,1.0uF
SparkFun-Aesthetics,GND,,
SparkFun-Aesthetics,GND,,
SparkFun-PowerIC,MCP73831,,
SparkFun-Aesthetics,GND,,
SparkFun-Aesthetics,GND,,
SparkFun-Aesthetics,GND,,
SparkFun-Capacitors,4.7UF,0603,4.7uF
SparkFun-DiscreteSemi,DIODE-SCHOTTKY,-BAT20J,1A/23V/620mV
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-Aesthetics,GND,,
SparkFun-Aesthetics,VIN,,
SparkFun-Connectors,CONN_02,-JST-2MM-SMT,LiPo
SparkFun-Aesthetics,GND,,
SparkFun-LED,LED-YELLOW,0603,Yellow
SparkFun-Resistors,1KOHM-1/10W-1%(0603),,1K
SparkFun-PowerIC,V_REG_LDO,SMD,AP2112K-3.3V
SparkFun-DiscreteSemi,MOSFET-PCHANNEL,DMG2307L,2.5A/30V
SparkFun-Resistors,2.0KOHM1/10W5%(0603),,2.0k
SparkFun-Aesthetics,V_USB,,
SparkFun-Aesthetics,V_USB,,
SparkFun-Aesthetics,V_BATT,,
SparkFun-Aesthetics,V_BATT,,
SparkFun-Capacitors,4.7UF,0603,4.7uF
SparkFun-Aesthetics,V_USB,,
SparkFun-Aesthetics,GND,,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-Aesthetics,3.3V,,
SparkFun-DiscreteSemi,TRANS_NPN_DUAL,-MBT3904DW1T1,MBT3904DW1T1
SparkFun-Aesthetics,OSHW-LOGO,MINI,OSHW-LOGOMINI
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,
SparkFun-Aesthetics,3.3V,,
SparkFun-Aesthetics,GND,,
SparkFun-IC-Comms,CP2102N,,
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-PowerSymbols,3.3V,,
SparkFun-Aesthetics,GND,,
SparkFun-Connectors,CONN_12,SM_SQ_NO_SILK,
SparkFun-Connectors,CONN_16,1X16_SM_SQ_NOSILK,
SparkFun-RF,ESP-WROOM-32,NARROW,
SparkFun-Aesthetics,V_BATT,,
SparkFun-Aesthetics,V_USB,,
SparkFun-Aesthetics,3.3V,,
SparkFun-Aesthetics,GND,,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-Aesthetics,3.3V,,
SparkFun-Aesthetics,GND,,
SparkFun-Capacitors,10UF,-0603-6.3V-20%,10uF
SparkFun-LED,LED-BLUE,0603,BLUE
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-Aesthetics,GND,,
SparkFun-Resistors,100KOHM,-0402-1/16W-1%,100K
SparkFun-Aesthetics,SFE_LOGO_FLAME,.1_INCH,
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.1_INCH,
SparkFun-Aesthetics,FOUR_LAYER_WARNING,,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Switches,MOMENTARY-SWITCH-SPST-2,-SMD-4.6X2.8MM,0
SparkFun-Aesthetics,GND,,
SparkFun-Connectors,TEST-POINT,TP_15TH_THRU,
SparkFun-Connectors,USB_MICRO-B,_HALF_PTH_MILL,
SparkFun-Hardware,STAND-OFF,TIGHT,
SparkFun-Hardware,STAND-OFF,TIGHT,
SparkFun-Resistors,10OHM,-0603-1/10W-5%,10
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,I2C_STANDARD,QWIIC,Qwiic Right Angle
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,I2C_STANDARD,QWIIC,Qwiic Right Angle
SparkFun-PowerSymbols,GND,,
SparkFun-Aesthetics,OSHW-LOGO,MINI,
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,33OHM,-0603-1/10W-1%,33
SparkFun-Resistors,33OHM,-0603-1/10W-1%,33
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-Batteries,ML414H_IV01E_BATTERY,,6.8MM_COIN_CELL
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Jumpers,JUMPER-SMT_3_2-NC_TRACE,_SILK,JUMPER-SMT_3_2-NC_TRACE_SILK
SparkFun-PowerSymbols,3.3V,,
SparkFun-LED,LED-BLUE,0603,BLUE
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,JUMPER-SMT_2_NC_TRACE_SILK
SparkFun-DiscreteSemi,DIODE-SCHOTTKY,-PMEG4005EJ,0.5A/40V/420mV
SparkFun-PowerSymbols,3.3V,,
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun-Resistors,33OHM,-0603-1/10W-1%,33
SparkFun-Resistors,33OHM,-0603-1/10W-1%,33
SparkFun-PowerSymbols,3.3V,,
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-LED,LED-RED,0603,RED
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-PowerSymbols,GND,,
SparkFun-IC-Power,V_REG_AP2112,K-3.3V,3.3V
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,5V,,
SparkFun-Resistors,27OHM,-0603-1/10W-1%,27
SparkFun-Resistors,27OHM,-0603-1/10W-1%,27
SparkFun-Jumpers,JUMPER-SMT_2_NO,_SILK,JUMPER-SMT_2_NO_SILK
SparkFun-Resistors,100KOHM,-0603-1/10W-1%,100k
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,CONN_04,1X04_NO_SILK,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,CONN_07,NO_SILK,
SparkFun-PowerSymbols,5V,,
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.1_INCH,
SparkFun-GPS,U-BLOX_NEO-M9N,,
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,JUMPER-SMT_2_NC_TRACE_SILK
SparkFun-IC-Power,PRTR5V0U2,F,
SparkFun-Connectors,CONN_04,1X04_NO_SILK,
SparkFun-Connectors,USB_C,2-LAYER,
SparkFun-Resistors,5.1KOHM,5.1KOHM-0603-1/10W-1%,5.1k
SparkFun-Resistors,5.1KOHM,5.1KOHM-0603-1/10W-1%,5.1k
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,10KOHM,-0402-1/16W-1%,10k
SparkFun-PowerSymbols,3.3V,,
SparkFun-GPS,GPS_CHIP_ANTENNA,W3011,
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,I2C_STANDARD,QWIIC,Qwiic Right Angle
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,I2C_STANDARD,QWIIC,Qwiic Right Angle
SparkFun-PowerSymbols,GND,,
SparkFun-Aesthetics,OSHW-LOGO,MINI,
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,33OHM,-0603-1/10W-1%,33
SparkFun-Resistors,33OHM,-0603-1/10W-1%,33
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-Batteries,ML414H_IV01E_BATTERY,,6.8MM_COIN_CELL
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Jumpers,JUMPER-SMT_3_2-NC_TRACE,_SILK,JUMPER-SMT_3_2-NC_TRACE_SILK
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-LED,LED-BLUE,0603,BLUE
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,JUMPER-SMT_2_NC_TRACE_SILK
SparkFun-DiscreteSemi,DIODE-SCHOTTKY,-PMEG4005EJ,0.5A/40V/420mV
SparkFun-PowerSymbols,3.3V,,
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun-Resistors,33OHM,-0603-1/10W-1%,33
SparkFun-Resistors,33OHM,-0603-1/10W-1%,33
SparkFun-PowerSymbols,3.3V,,
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,U.FL2PIN,,U.FL
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-LED,LED-RED,0603,RED
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-PowerSymbols,GND,,
SparkFun-IC-Power,V_REG_AP2112,K-3.3V,3.3V
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,5V,,
SparkFun-Resistors,27OHM,-0603-1/10W-1%,27
SparkFun-Resistors,27OHM,-0603-1/10W-1%,27
SparkFun-Jumpers,JUMPER-SMT_2_NO,_SILK,JUMPER-SMT_2_NO_SILK
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,47PF,-0603-50V-5%,47pF
SparkFun-Resistors,10OHM,-0603-1/10W-1%,10
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,100KOHM,-0603-1/10W-1%,100k
SparkFun-PowerSymbols,3.3V,,
SparkFun-Coils,FERRITE_BEAD,-0603,30Ω/1.8A
SparkFun-Connectors,CONN_04,1X04_NO_SILK,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,CONN_07,NO_SILK,
SparkFun-PowerSymbols,5V,,
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.1_INCH,
SparkFun-GPS,U-BLOX_NEO-M9N,,
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,JUMPER-SMT_2_NC_TRACE_SILK
SparkFun-IC-Power,PRTR5V0U2,F,
SparkFun-Connectors,CONN_04,1X04_NO_SILK,
SparkFun-Connectors,USB_C,2-LAYER,
SparkFun-Resistors,5.1KOHM,5.1KOHM-0603-1/10W-1%,5.1k
SparkFun-Resistors,5.1KOHM,5.1KOHM-0603-1/10W-1%,5.1k
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,10KOHM,-0402-1/16W-1%,10k
SparkFun-PowerSymbols,3.3V,,
SparkFun-LED,LED-BLUE,0603,BLUE
SparkFun-Resistors,330OHM,-0603-1/10W-1%,330
SparkFun,VCC,,
SparkFun,GND,,
SparkFun,VCC,,
SparkFun,VCC,,
SparkFun,GND,,
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun-DiscreteSemi,TRANS_NPN,-MMBT2222AL,600mA/40V
SparkFun-Resistors,180OHM,-0603-1/10W-1%,180
SparkFun,GND,,
SparkFun-Electromechanical,BUZZER,-SMD,
SparkFun-Jumpers,JUMPER-SMT_2_NO,_NO-SILK,buzz
SparkFun,FIDUCIAL,1X2,
SparkFun,FIDUCIAL,1X2,
SparkFun-IC-Comms,CH340C,,
SparkFun-Connectors,USB_C,2-LAYER,
SparkFun-Capacitors,10NF,-0603-50V-10%,10nF
SparkFun-Aesthetics,GND,,
SparkFun-Resistors,5.1KOHM,5.1KOHM-0603-1/10W-1%,5.1k
SparkFun-Resistors,5.1KOHM,5.1KOHM-0603-1/10W-1%,5.1k
SparkFun-Capacitors,470NF,-0603-10V-10%-X5R,470nF
SparkFun-Capacitors,10UF-POLAR,-0603-6.3V-20%(TANT),10uF
SparkFun-Aesthetics,GND,,
SparkFun,VCC,,
SparkFun,VCC,,
SparkFun,GND,,
SparkFun,VCC,,
SparkFun-RF,ID-12/20,SMD,
SparkFun-Capacitors,2.2UF,-0603-10V-20%,2.2uF
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.1_INCH,
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.1_INCH,
SparkFun-Aesthetics,OSHW-LOGO,S,
SparkFun-Aesthetics,REVISION,,
SparkFun,FIDUCIAL,1X2,
SparkFun,FIDUCIAL,1X2,
SparkFun-Connectors,CONN_07,,
SparkFun-RF,SI4721,,
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun-Clocks,CRYSTAL-32.768KHZ,SMD-3.2X1.5,32.768kHz
SparkFun-Capacitors,15PF,-0603-50V-5%,15pF
SparkFun-Capacitors,15PF,-0603-50V-5%,15pF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,AUDIO_JACK_3.5MM,_SMD,
SparkFun-Connectors,AUDIO_JACK_3.5MM,_SMD,
SparkFun-Connectors,CONN_02,SMALL_POKEHOME,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC_RIGHT_ANGLE
SparkFun-LED,LED-RED,0603,RED
SparkFun-Capacitors,1.0NF/1000PF,-0603-50V-10%,1nF
SparkFun-Coils,INDUCTOR,-0603-15NH,270nH
SparkFun-PowerSymbols,GND,,
SparkFun-IC-Amplifiers,TPA6111,SMD-T,TPA6111A2DR
SparkFun-Resistors,20KOHM,-0603-1/10W-5%,20k
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,47UF-POLAR,-EIA3528-10V-10%,47uF
SparkFun-Capacitors,47UF-POLAR,-EIA3528-10V-10%,47uF
SparkFun-Resistors,20KOHM,-0603-1/10W-5%,20k
SparkFun-Resistors,20KOHM,-0603-1/10W-5%,20k
SparkFun-Resistors,20KOHM,-0603-1/10W-5%,20k
SparkFun-Capacitors,1.0UF-16V-10%(0603),,1uF
SparkFun-Capacitors,1.0UF-16V-10%(0603),,1uF
SparkFun-Coils,FERRITE_BEAD,-0603,FERITE 2.5k
SparkFun-Coils,FERRITE_BEAD,-0603,FERITE 2.5K
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Capacitors,CAP,-0603,0.47uF
SparkFun-Capacitors,CAP,-0603,0.47uF
SparkFun-PowerSymbols,GND,,
SparkFun-Coils,INDUCTOR,-0603-15NH,120nH
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Jumpers,JUMPER-SMT_3_2-NC_TRACE,_SILK,JUMPER-SMT_3_2-NC_TRACE_SILK
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC_RIGHT_ANGLE
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-Capacitors,"22NF/22,000PF",-0603-50V-10%,22nF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Aesthetics,FIDUCIAL,0.2MM,
SparkFun-Aesthetics,FIDUCIAL,0.2MM,
SparkFun-PowerSymbols,GND,,
SparkX,SPARKX-LOGO,4,
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,
SparkFun-Resistors,100KOHM,-0603-1/10W-1%,100k
SparkFun-Capacitors,2.2UF,-0603-10V-20%,2.2uF
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun,FIDUCIAL,1X2,
SparkFun,FIDUCIAL,1X2,
SparkFun-Aesthetics,OSHW-LOGO,S,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-Capacitors,10UF-POLAR,-EIA3216-16V-10%(TANT),10uF
SparkFun-LED,LED-BLUE,0603,BLUE
SparkFun-Fuses,PPTC,_6V500MA,6V 0.5A
SparkFun-PowerSymbols,GND,,
SparkFun-PowerIC,V_REG_AP2112,K-3.3V,AP2112-3.3V
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,5V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC_RIGHT_ANGLE
SparkFun-PowerSymbols,GND,,
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun,FIDUCIAL,1X2,
SparkFun,FIDUCIAL,1X2,
